Column 1,Column 2
Newtown Llanllwchaiarn West ED,W05000338
Newtown South ED,W05000339
Old Radnor ED,W05000340
Presteigne ED,W05000341
Rhayader ED,W05000342
Rhiwcynon ED,W05000343
St. David Within ED,W05000344
St. John ED,W05000345
St. Mary ED,W05000346
Talgarth ED,W05000347
Tawe-Uchaf ED,W05000349
Trewern ED,W05000350
Welshpool Castle ED,W05000351
Welshpool Gungrog ED,W05000352
Welshpool Llanerchyddol ED,W05000353
Ynyscedwyn ED,W05000354
Yscir ED,W05000355
Ystradgynlais ED,W05000356
Aberaeron ED,W05000357
Aberporth ED,W05000358
Aberteifi/Cardigan-Mwldan ED,W05000359
Aberteifi/Cardigan-Rhyd-y-Fuwch ED,W05000360
Aberteifi/Cardigan-Teifi ED,W05000361
Aberystwyth Bronglais ED,W05000362
Aberystwyth Canol/Central ED,W05000363
Aberystwyth Gogledd/North ED,W05000364
Aberystwyth Penparcau ED,W05000365
Aberystwyth Rheidol ED,W05000366
Beulah ED,W05000367
Borth ED,W05000368
Capel Dewi ED,W05000369
Ceulanamaesmawr ED,W05000370
Ciliau Aeron ED,W05000371
Faenor ED,W05000372
Lampeter ED,W05000373
Llanarth ED,W05000374
Llanbadarn Fawr-Padarn ED,W05000375
Llanbadarn Fawr-Sulien ED,W05000376
Llandyfriog ED,W05000377
Llandysilio-gogo ED,W05000378
Llandysul Town ED,W05000379
Llanfarian ED,W05000380
Llanfihangel Ystrad ED,W05000381
Llangeitho ED,W05000382
Llangybi ED,W05000383
Llanrhystyd ED,W05000384
Llansantffraed ED,W05000385
Llanwenog ED,W05000386
Lledrod ED,W05000387
Melindwr ED,W05000388
New Quay ED,W05000389
Penbryn ED,W05000390
Pen-parc ED,W05000391
Tirymynach ED,W05000392
Trefeurig ED,W05000393
Tregaron ED,W05000394
Troedyraur ED,W05000395
Ystwyth ED,W05000396
Carew ED,W05000400
Clydau ED,W05000402
Fishguard North East ED,W05000406
Fishguard North West ED,W05000407
Goodwick ED,W05000408
Haverfordwest: Castle ED,W05000409
Haverfordwest: Garth ED,W05000410
Haverfordwest: Priory ED,W05000413
Hundleton ED,W05000414
Johnston ED,W05000415
Lampeter Velfrey ED,W05000417
Lamphey ED,W05000418
Letterston ED,W05000419
Llanrhian ED,W05000421
Maenclochog ED,W05000422
Manorbier ED,W05000423
Merlin's Bridge ED,W05000425
Milford: Central ED,W05000426
Milford: East ED,W05000427
Milford: Hakin ED,W05000428
Milford: Hubberston ED,W05000429
Milford: North ED,W05000430
Milford: West ED,W05000431
Narberth ED,W05000432
Narberth Rural ED,W05000433
Newport ED,W05000434
Neyland: East ED,W05000435
Neyland: West ED,W05000436
Pembroke Dock: Central ED,W05000437
Pembroke Dock: Llanion ED,W05000438
Pembroke Dock: Market ED,W05000439
Pembroke Dock: Pennar ED,W05000440
Pembroke: Monkton ED,W05000441
Pembroke: St. Mary North ED,W05000442
Pembroke: St. Mary South ED,W05000443
Pembroke: St. Michael ED,W05000444
Penally ED,W05000445
St. David's ED,W05000447
St. Dogmaels ED,W05000448
St. Ishmael's ED,W05000449
Saundersfoot ED,W05000450
Scleddau ED,W05000451
Solva ED,W05000452
Tenby: North ED,W05000453
Tenby: South ED,W05000454
The Havens ED,W05000455
Wiston ED,W05000456
Abergwili ED,W05000457
Ammanford ED,W05000458
Betws ED,W05000459
Bigyn ED,W05000460
Burry Port ED,W05000461
Bynea ED,W05000462
Carmarthen Town North ED,W05000463
Carmarthen Town South ED,W05000464
Carmarthen Town West ED,W05000465
Cenarth ED,W05000466
Cilycwm ED,W05000467
Cynwyl Elfed ED,W05000468
Cynwyl Gaeo ED,W05000469
Dafen ED,W05000470
Elli ED,W05000471
Felinfoel ED,W05000472
Garnant ED,W05000473
Glanamman ED,W05000474
Glanymor ED,W05000475
Glyn ED,W05000476
Gorslas ED,W05000477
Hendy ED,W05000478
Hengoed ED,W05000479
Kidwelly ED,W05000480
Laugharne Township ED,W05000481
Llanboidy ED,W05000482
Llanddarog ED,W05000483
Llandeilo ED,W05000484
Llandovery ED,W05000485
Llandybie ED,W05000486
Llanegwad ED,W05000487
Llanfihangel Aberbythych ED,W05000488
Llanfihangel-ar-Arth ED,W05000489
Llangadog ED,W05000490
Llangeler ED,W05000491
Llangennech ED,W05000492
Llangunnor ED,W05000493
Llangyndeyrn ED,W05000494
Llannon ED,W05000495
Llansteffan ED,W05000496
Llanybydder ED,W05000497
Lliedi ED,W05000498
Llwynhendy ED,W05000499
Manordeilo and Salem ED,W05000500
Pembrey ED,W05000501
Penygroes ED,W05000502
Pontamman ED (DET),W05000503
Pontamman ED,W05000503
Pontyberem ED,W05000504
Quarter Bach ED,W05000505
St. Clears ED,W05000506
St. Ishmael ED,W05000507
Saron ED,W05000508
Swiss Valley ED,W05000509
Trelech ED,W05000510
Trimsaran ED,W05000511
Tycroes ED,W05000512
Tyisha ED,W05000513
Whitland ED,W05000514
Gower ED,W05000524
Gowerton ED,W05000525
Killay North ED,W05000526
Killay South ED,W05000527
Lower Loughor ED,W05000532
Mawr ED,W05000533
Mayals ED,W05000534
Newton ED,W05000537
Oystermouth ED,W05000538
Pontardulais ED,W05000544
St. Thomas ED,W05000545
Sketty ED,W05000546
Uplands ED,W05000548
West Cross ED,W05000550
Aberavon ED,W05000551
Aberdulais ED,W05000552
Allt-Wen ED,W05000553
Baglan ED,W05000554
Blaengwrach ED,W05000555
Briton Ferry East ED,W05000556
Briton Ferry West ED,W05000557
Bryn and Cwmavon ED,W05000558
Bryn-Coch North ED,W05000559
Bryn-Coch South ED,W05000560
Cadoxton ED,W05000561
Cimla ED,W05000562
Coedffranc Central ED,W05000563
Coedffranc North ED,W05000564
Coedffranc West ED,W05000565
Crynant ED,W05000566
Cwmllynfell ED,W05000567
Cymmer ED,W05000568
Dyffryn ED,W05000569
Glyncorrwg ED,W05000570
Glynneath ED,W05000571
Godre'r Graig ED,W05000572
Gwaun-Cae-Gurwen ED,W05000573
Gwynfi ED,W05000574
Lower Brynamman ED,W05000575
Margam ED,W05000576
Neath East ED,W05000577
Neath North ED,W05000578
Neath South ED,W05000579
Onllwyn ED,W05000580
Pelenna ED,W05000581
Pontardawe ED,W05000582
Port Talbot ED,W05000583
Resolven ED,W05000584
Rhos ED,W05000585
Sandfields East ED (DET),W05000586
Sandfields East ED,W05000586
Sandfields West ED,W05000587
Seven Sisters ED,W05000588
Tai-bach ED,W05000589
Tonna ED,W05000590
Trebanos ED,W05000591
Ystalyfera ED,W05000592
Aberkenfig ED,W05000593
Bettws ED,W05000594
Blackmill ED,W05000595
Blaengarw ED,W05000596
Bryncethin ED,W05000598
Bryncoch ED,W05000599
Caerau ED,W05000601
Cefn Cribwr ED,W05000602
Cefn Glas ED,W05000603
Coity ED,W05000604
Cornelly ED,W05000605
Felindre ED,W05000607
Hendre ED,W05000608
Litchard ED,W05000609
Llangeinor ED,W05000610
Llangewydd and Brynhyfryd ED,W05000611
Llangynwyd ED,W05000612
Maesteg East ED,W05000613
Maesteg West ED,W05000614
Morfa ED,W05000615
Nant-y-Moel ED,W05000616
Newcastle ED,W05000617
Newton ED,W05000618
Nottage ED,W05000619
Ogmore Vale ED,W05000620
Pendre ED,W05000622
Penprysg ED,W05000623
Pen-y-Fai ED,W05000624
Pontycymmer ED,W05000625
Porthcawl East Central ED,W05000626
Porthcawl West Central ED,W05000627
Pyle ED,W05000628
Rest Bay ED,W05000629
Sarn ED,W05000630
Ynysawdre ED,W05000631
Baruc ED,W05000632
Buttrills ED,W05000633
Cadoc ED,W05000634
Castleland ED,W05000635
Cornerswell ED,W05000636
Court ED,W05000637
Cowbridge ED,W05000638
Dyfan ED,W05000640
Gibbonsdown ED,W05000641
Illtyd ED,W05000642
Llandow/Ewenny ED,W05000644
Llantwit Major ED,W05000645
Peterston-super-Ely ED,W05000646
Rhoose ED,W05000648
St. Athan ED,W05000649
St. Augustine's ED,W05000650
St. Bride's Major ED,W05000651
Stanwell ED,W05000652
Wenvoe ED,W05000654
Aberaman North ED,W05000655
Aberaman South ED,W05000656
Abercynon ED,W05000657
Aberdare East ED,W05000658
Aberdare West/Llwydcoed ED,W05000659
Beddau ED,W05000660
Brynna ED,W05000661
Church Village ED,W05000662
Cilfynydd ED,W05000663
Cwm Clydach ED,W05000664
Cwmbach ED,W05000665
Cymmer ED,W05000666
Ferndale ED,W05000667
Gilfach Goch ED,W05000668
Glyncoch ED,W05000669
Graig ED,W05000670
Hawthorn ED,W05000671
Hirwaun ED,W05000672
Llantrisant Town ED,W05000675
Llantwit Fardre ED,W05000676
Llwyn-y-Pia ED,W05000677
Maerdy ED,W05000678
Mountain Ash East ED,W05000679
Mountain Ash West ED,W05000680
Penrhiwceiber ED,W05000681
Pentre ED,W05000682
Pen-y-Graig ED,W05000683
Pen-y-Waun ED,W05000684
Pontypridd Town ED,W05000686
Porth ED,W05000687
Rhigos ED,W05000688
Rhondda ED,W05000689
Rhydfelen Central/Ilan ED,W05000690
Taffs Well ED,W05000691
Ton-Teg ED,W05000693
Tonypandy ED,W05000694
Tonyrefail East ED,W05000695
Tonyrefail West ED,W05000696
Trallwng ED,W05000697
Trealaw ED,W05000698
Treforest ED,W05000699
Treherbert ED,W05000700
Treorchy ED,W05000701
Tylorstown ED,W05000702
Tyn-y-Nant ED,W05000703
Ynyshir ED,W05000704
Ynysybwl ED,W05000705
Ystrad ED,W05000706
Bedlinog ED,W05000707
Cyfarthfa ED,W05000708
Dowlais ED,W05000709
Gurnos ED,W05000710
Merthyr Vale ED,W05000711
Park ED,W05000712
Penydarren ED,W05000713
Plymouth ED,W05000714
Town ED,W05000715
Treharris ED,W05000716
Aberbargoed ED,W05000718
Abercarn ED,W05000719
Aber Valley ED,W05000720
Argoed ED,W05000721
Bargoed ED,W05000722
"Bedwas, Trethomas and Machen ED",W05000723
Blackwood ED,W05000724
Crosskeys ED,W05000726
Darren Valley ED,W05000728
Gilfach ED,W05000729
Hengoed ED,W05000730
Moriah ED,W05000734
Nelson ED,W05000735
Newbridge ED,W05000736
New Tredegar ED,W05000737
Pontlottyn ED,W05000742
St. Cattwg ED,W05000745
Twyn Carno ED,W05000748
Ynysddu ED,W05000749
Ystrad Mynach ED,W05000750
Abertillery ED,W05000751
Georgetown ED,W05000760
Llanhilleth ED,W05000761
Sirhowy ED,W05000764
Six Bells ED,W05000765
Tredegar Central and West ED,W05000766
Abersychan ED,W05000767
Blaenavon ED,W05000768
Brynwern ED,W05000769
Coed Eva ED,W05000770
Croesyceiliog North ED,W05000771
Croesyceiliog South ED,W05000772
Cwmyniscoy ED,W05000773
Fairwater ED,W05000774
Greenmeadow ED,W05000775
Llantarnam ED,W05000776
Llanyrafon North ED,W05000777
Llanyrafon South ED,W05000778
New Inn ED,W05000779
Panteg ED,W05000780
Pontnewydd ED,W05000781
Pontnewynydd ED,W05000782
Pontypool ED,W05000783
St. Cadocs and Penygarn ED,W05000784
St. Dials ED,W05000785
Snatchwood ED,W05000786
Trevethin ED,W05000787
Two Locks ED,W05000788
Upper Cwmbran ED,W05000789
Wainfelin ED,W05000790
Caerwent ED,W05000791
Caldicot Castle ED,W05000792
Cantref ED,W05000793
Castle ED,W05000794
Croesonen ED,W05000795
Crucorney ED,W05000796
Devauden ED,W05000797
Dewstow ED,W05000798
Dixton with Osbaston ED,W05000799
Drybridge ED,W05000800
Goetre Fawr ED,W05000801
Green Lane ED,W05000802
Grofield ED,W05000803
Lansdown ED,W05000804
Larkfield ED,W05000805
Llanbadoc ED,W05000806
Llanelly Hill ED,W05000807
Llanfoist Fawr ED (DET),W05000808
Llanfoist Fawr ED,W05000808
Llangybi Fawr ED,W05000809
Llanover ED,W05000810
Llantilio Crossenny ED,W05000811
Llanwenarth Ultra ED,W05000812
Mardy ED,W05000813
Mill ED,W05000814
Mitchel Troy ED,W05000815
Overmonnow ED,W05000816
Portskewett ED,W05000817
Priory ED,W05000818
Raglan ED,W05000819
Rogiet ED,W05000820
St. Arvans ED,W05000821
St. Christopher's ED,W05000822
St. Kingsmark ED,W05000823
St. Mary's ED,W05000824
Severn ED,W05000825
Shirenewton ED,W05000826
The Elms ED,W05000827
Thornwell ED,W05000828
Trellech United ED,W05000829
Usk ED,W05000830
West End ED,W05000831
Wyesham ED,W05000832
Allt-yr-Yn ED,W05000833
Alway ED,W05000834
Beechwood ED,W05000835
Bettws ED,W05000836
Caerleon ED,W05000837
Gaer ED,W05000838
Graig ED,W05000839
Langstone ED,W05000840
Liswerry ED,W05000841
Llanwern ED,W05000842
Malpas ED,W05000843
Marshfield ED,W05000844
Pillgwenlly ED,W05000845
Ringland ED,W05000846
Rogerstone ED,W05000847
St. Julians ED,W05000848
Shaftesbury ED,W05000849
Stow Hill ED,W05000850
Tredegar Park ED,W05000851
Victoria ED,W05000852
Adamsdown ED,W05000853
Butetown ED,W05000854
Caerau ED,W05000855
Canton ED,W05000856
Cathays ED,W05000857
Creigiau/St. Fagans ED,W05000858
Cyncoed ED,W05000859
Ely ED,W05000860
Fairwater ED,W05000861
Gabalfa ED,W05000862
Grangetown ED,W05000863
Heath ED,W05000864
Lisvane ED,W05000865
Llandaff ED,W05000866
Llandaff North ED,W05000867
Llanishen ED,W05000868
Llanrumney ED,W05000869
Pentwyn ED,W05000870
Pentyrch ED,W05000871
Penylan ED,W05000872
Plasnewydd ED,W05000873
Radyr ED,W05000875
Rhiwbina ED,W05000876
Riverside ED,W05000877
Splott ED,W05000879
Whitchurch and Tongwynlais ED,W05000881
Cwm Cadnant ED,W05000882
Kingsland ED,W05000883
Llanbedrgoch ED,W05000884
Llanfihangel Ysgeifiog ED,W05000885
London Road ED,W05000886
Pentraeth ED,W05000887
Trearddur ED,W05000888
Llanharan ED,W05000889
Llanharry ED,W05000890
Pont-y-Clun ED,W05000891
Talbot Green ED,W05000892
Llangynidr ED,W05000893
Talybont-on-Usk ED,W05000894
Vaynor ED,W05000895
Brackla ED,W05000896
"Bryntirion, laleston and Merthyr Mawr ED",W05000897
Coychurch Lower ED,W05000898
Oldcastle ED,W05000899
Pontprennau/Old St. Mellons ED,W05000900
Rumney ED,W05000901
Trowbridge ED,W05000902
Brymbo ED,W05000903
Bryn Cefn ED,W05000904
Cartrefle ED,W05000905
Coedpoeth ED,W05000906
Gresford East and West ED,W05000907
Gwersyllt East and South ED,W05000908
Holt ED,W05000909
Minera ED,W05000910
Rhosnesni ED,W05000911
Whitegate ED,W05000912
Craig-y-Don ED,W05000913
Deganwy ED,W05000914
Marl ED,W05000915
Penrhyn ED,W05000916
Pensarn ED,W05000917
Tudno ED,W05000918
Cefn Fforest ED,W05000919
Crumlin ED,W05000920
Llanbradach ED,W05000921
Maesycwmmer ED,W05000922
Morgan Jones ED,W05000923
Pengam ED,W05000924
Penmaen ED,W05000925
Penyrheol ED,W05000926
Pontllanfraith ED,W05000927
Risca East ED,W05000928
Risca West ED,W05000929
St. James ED,W05000930
St. Martins ED,W05000931
Dinas Powys ED,W05000932
Llandough ED,W05000933
Plymouth ED,W05000934
Sully ED,W05000935
Badminton ED,W05000936
Beaufort ED,W05000937
Blaina ED,W05000938
Brynmawr ED,W05000939
Cwm ED,W05000940
Cwmtillery ED,W05000941
Ebbw Vale North ED,W05000942
Ebbw Vale South ED,W05000943
Nantyglo ED,W05000944
Rassau ED,W05000945
Amroth ED,W05000946
Burton ED,W05000947
Camrose ED,W05000948
Cilgerran ED,W05000949
Crymych ED,W05000950
Dinas Cross ED,W05000951
East Williamston ED,W05000952
Haverfordwest: Portfield ED,W05000953
Haverfordwest: Prendergast ED,W05000954
Kilgetty/Begelly ED,W05000955
Llangwm ED,W05000956
Martletwy ED,W05000957
Rudbaxton ED,W05000958
Bishopston ED,W05000959
Bonymaen ED,W05000960
Castle ED,W05000961
Clydach ED,W05000962
Cockett ED,W05000963
Cwmbwrla ED,W05000964
Dunvant ED,W05000965
Fairwood ED,W05000966
Gorseinon ED,W05000967
Kingsbridge ED,W05000968
Landore ED,W05000969
Llangyfelach ED,W05000970
Llansamlet ED,W05000971
Morriston ED,W05000972
Mynyddbach ED,W05000973
Penclawdd ED,W05000974
Penderry ED,W05000975
Penllergaer ED,W05000976
Pennard ED,W05000977
Penyrheol ED,W05000978
Townhill ED,W05000979
Upper Loughor ED,W05000980
Acklam,E05001482
Ayresome,E05001483
Beckfield,E05001484
Beechwood,E05001485
Brookfield,E05001486
Clairville,E05001487
Coulby Newham,E05001488
Gresham,E05001489
Hemlington,E05001490
Kader,E05001491
Ladgate,E05001492
Linthorpe,E05001493
North Ormesby and Brambles Farm,E05001494
Marton,E05001495
Marton West,E05001496
Middlehaven,E05001497
Nunthorpe,E05001498
Pallister,E05001499
Park,E05001500
Park End,E05001501
Stainton and Thornton,E05001502
Thorntree,E05001503
University,E05001504
Brotton,E05001505
Coatham,E05001506
Dormanstown,E05001507
Eston,E05001508
Grangetown,E05001509
Guisborough,E05001510
Hutton,E05001511
Kirkleatham,E05001512
Lockwood,E05001513
Loftus,E05001514
Longbeck,E05001515
Newcomen,E05001516
Normanby,E05001517
Ormesby,E05001518
St. Germain's,E05001519
Saltburn,E05001520
Skelton,E05001521
South Bank,E05001522
Teesville,E05001523
West Dyke,E05001524
Westworth,E05001525
Zetland,E05001526
Billingham Central,E05001527
Billingham East,E05001528
Billingham North,E05001529
Billingham South,E05001530
Billingham West,E05001531
Bishopsgarth and Elm Tree,E05001532
Eaglescliffe,E05001533
Fairfield,E05001534
Grangefield,E05001535
Hardwick,E05001536
Hartburn,E05001537
Ingleby Barwick East,E05001538
Ingleby Barwick West,E05001539
Mandale and Victoria,E05001540
Newtown,E05001541
Northern Parishes,E05001542
Norton North,E05001543
Norton South,E05001544
Norton West,E05001545
Parkfield and Oxbridge,E05001546
Roseworth,E05001547
Stainsby Hill,E05001548
Stockton Town Centre,E05001549
Village,E05001550
Western Parishes,E05001551
Yarm,E05001552
Bank Top,E05001553
Central,E05001554
Cockerton East,E05001555
Cockerton West,E05001556
College,E05001557
Eastbourne,E05001558
Faverdale,E05001559
Harrowgate Hill,E05001560
Haughton East,E05001561
Haughton North,E05001562
Haughton West,E05001563
Heighington and Coniscliffe,E05001564
Hummersknott,E05001565
Hurworth,E05001566
Lascelles,E05001567
Lingfield,E05001568
Middleton St. George,E05001569
Mowden,E05001570
North Road,E05001571
Northgate,E05001572
Park East,E05001573
Park West,E05001574
Pierremont,E05001575
Sadberge and Whessoe,E05001576
Appleton,E05001577
Beechwood,E05001578
Birchfield,E05001579
Broadheath,E05001580
Halton Castle,E05001581
Daresbury,E05001582
Ditton,E05001583
Farnworth,E05001584
Grange,E05001585
Hale,E05001586
Halton Brook,E05001587
Halton Lea,E05001588
Halton View,E05001589
Heath,E05001590
Hough Green,E05001591
Kingsway,E05001592
Mersey,E05001593
Norton North,E05001594
Norton South,E05001595
Riverside,E05001596
Windmill Hill,E05001597
Appleton,E05001598
Bewsey and Whitecross,E05001599
Birchwood,E05001600
Burtonwood and Winwick,E05001601
"Culcheth, Glazebury and Croft Ward",E05001602
Fairfield and Howley,E05001603
Grappenhall and Thelwall,E05001604
Great Sankey North,E05001605
Great Sankey South,E05001606
"Hatton, Stretton and Walton Ward",E05001607
Latchford East,E05001608
Latchford West,E05001609
Lymm,E05001610
Orford,E05001611
Penketh and Cuerdley,E05001612
Poplars and Hulme,E05001613
Poulton North,E05001614
Poulton South,E05001615
Rixton and Woolston,E05001616
Stockton Heath,E05001617
Westbrook,E05001618
Whittle Hall,E05001619
Audley,E05001620
Bastwell,E05001621
Beardwood with Lammack,E05001622
Corporation Park,E05001623
Earcroft,E05001624
East Rural,E05001625
Ewood,E05001626
Fernhurst,E05001627
Higher Croft,E05001628
Little Harwood,E05001629
Livesey with Pleasington,E05001630
Marsh House,E05001631
Meadowhead,E05001632
Mill Hill,E05001633
North Turton with Tockholes,E05001634
Queen's Park,E05001635
Roe Lee,E05001636
Shadsworth with Whitebirk,E05001637
Shear Brow,E05001638
Sudell,E05001639
Sunnyhurst,E05001640
Wensley Fold,E05001641
Whitehall,E05001642
Anchorsholme,E05001643
Bispham,E05001644
Bloomfield,E05001645
Brunswick,E05001646
Claremont,E05001647
Clifton,E05001648
Greenlands,E05001649
Hawes Side,E05001650
Highfield,E05001651
Ingthorpe,E05001652
Layton,E05001653
Marton,E05001654
Norbreck,E05001655
Park,E05001656
Squires Gate,E05001657
Stanley,E05001658
Talbot,E05001659
Tyldesley,E05001660
Victoria,E05001661
Warbreck,E05001662
Waterloo,E05001663
Avenue,E05001664
Beverley,E05001665
Boothferry,E05001666
Bransholme East,E05001667
Bransholme West,E05001668
Bricknell,E05001669
Derringham,E05001670
Drypool,E05001671
Holderness,E05001672
Ings,E05001673
Kings Park,E05001674
Longhill,E05001675
Marfleet,E05001676
Myton,E05001677
Newington,E05001678
Newland,E05001679
Orchard Park and Greenwood,E05001680
Pickering,E05001681
St. Andrew's,E05001682
Southcoates East,E05001683
Southcoates West,E05001684
Sutton,E05001685
University,E05001686
Beverley Rural,E05001687
Bridlington Central and Old Town,E05001688
Bridlington North,E05001689
Bridlington South,E05001690
Cottingham North,E05001691
Cottingham South,E05001692
Dale,E05001693
Driffield and Rural,E05001694
East Wolds and Coastal,E05001695
Goole North,E05001696
Goole South,E05001697
Hessle,E05001698
Howden,E05001699
Howdenshire,E05001700
Mid Holderness,E05001701
Minster and Woodmansey,E05001702
North Holderness,E05001703
Pocklington Provincial,E05001704
St. Mary's,E05001705
"Snaith, Airmyn, Rawcliffe and Marshland Ward",E05001706
South East Holderness,E05001707
South Hunsley,E05001708
South West Holderness,E05001709
Tranby,E05001710
Willerby and Kirk Ella,E05001711
Wolds Weighton,E05001712
Croft Baker,E05001713
East Marsh,E05001714
Freshney,E05001715
Haverstoe,E05001716
Heneage,E05001717
Humberston and New Waltham,E05001718
Immingham,E05001719
Park,E05001720
Scartho,E05001721
Sidney Sussex,E05001722
South,E05001723
Waltham,E05001724
West Marsh,E05001725
Wolds,E05001726
Yarborough,E05001727
Ashby,E05001728
Axholme Central,E05001729
Axholme North,E05001730
Axholme South,E05001731
Barton,E05001732
Bottesford,E05001733
Brigg and Wolds,E05001734
Broughton and Appleby,E05001735
Brumby,E05001736
Burringham and Gunness,E05001737
Burton upon Stather and Winterton,E05001738
Crosby and Park,E05001739
Ferry,E05001740
Frodingham,E05001741
Kingsway with Lincoln Gardens,E05001742
Ridge,E05001743
Town,E05001744
Acomb,E05001745
Bishopthorpe,E05001746
Clifton,E05001747
Derwent,E05001748
Dringhouses and Woodthorpe,E05001749
Fishergate,E05001750
Fulford,E05001751
Guildhall,E05001752
Haxby and Wigginton,E05001753
Heslington,E05001754
Heworth,E05001755
Heworth without,E05001756
Holgate,E05001757
Hull Road,E05001758
Huntington and New Earswick,E05001759
Micklegate,E05001760
Osbaldwick,E05001761
Rural West York,E05001762
"Skelton, Rawcliffe and Clifton Without Ward",E05001763
Strensall,E05001764
Westfield,E05001765
Wheldrake,E05001766
Abbey,E05001767
Allestree,E05001768
Alvaston,E05001769
Arboretum,E05001770
Blagreaves,E05001771
Boulton,E05001772
Chaddesden,E05001773
Chellaston,E05001774
Darley,E05001775
Derwent,E05001776
Littleover,E05001777
Mackworth,E05001778
Mickleover,E05001779
Normanton,E05001780
Oakwood,E05001781
Sinfin,E05001782
Spondon,E05001783
Abbey,E05001784
Aylestone,E05001785
Beaumont Leys,E05001786
Belgrave,E05001787
Braunstone Park and Rowley Fields,E05001788
Castle,E05001789
Charnwood,E05001790
Coleman,E05001791
Evington,E05001792
Eyres Monsell,E05001793
Fosse,E05001794
Freemen,E05001795
Humberstone and Hamilton,E05001796
Knighton,E05001797
Latimer,E05001798
New Parks,E05001799
Rushey Mead,E05001800
Spinney Hills,E05001801
Stoneygate,E05001802
Thurncourt,E05001803
Westcotes,E05001804
Western Park,E05001805
Braunston and Belton,E05001806
Cottesmore,E05001807
Exton,E05001808
Greetham,E05001809
Ketton,E05001810
Langham,E05001811
Lyddington,E05001812
Martinsthorpe,E05001813
Normanton,E05001814
Oakham North East,E05001815
Oakham North West,E05001816
Oakham South East,E05001817
Oakham South West,E05001818
Ryhall and Casterton,E05001819
Uppingham,E05001820
Whissendine,E05001821
Arboretum,E05001822
Aspley,E05001823
Basford,E05001824
Berridge,E05001825
Bestwood,E05001826
Bilborough,E05001827
Bridge,E05001828
Bulwell,E05001829
Bulwell Forest,E05001830
Clifton North,E05001831
Clifton South,E05001832
Dales,E05001833
Dunkirk and Lenton,E05001834
Leen Valley,E05001835
Mapperley,E05001836
Radford and Park,E05001837
St. Ann's,E05001838
Sherwood,E05001839
Wollaton East and Lenton Abbey,E05001840
Wollaton West,E05001841
Aylestone,E05001842
Backbury,E05001843
Belmont,E05001844
Bircher,E05001845
Bringsty,E05001846
Bromyard,E05001847
"Burghill, Holmer and Lyde Ward",E05001848
Castle,E05001849
Central,E05001850
Credenhill,E05001851
Frome,E05001852
Golden Cross with Weobley,E05001853
Golden Valley North,E05001854
Golden Valley South,E05001855
Hagley,E05001856
Hampton Court,E05001857
Hollington,E05001858
Hope End,E05001859
Kerne Bridge,E05001860
Kington Town,E05001861
Ledbury,E05001862
Leominster North,E05001863
Leominster South,E05001864
Llangarron,E05001865
Mortimer,E05001866
Old Gore,E05001867
Pembridge and Lyonshall with Titley,E05001868
Penyard,E05001869
Pontrilas,E05001870
Ross-on-Wye East,E05001871
Ross-on-Wye West,E05001872
St. Martins and Hinton,E05001873
St. Nicholas,E05001874
Stoney Street,E05001875
Sutton Walls,E05001876
Three Elms,E05001877
Tupsley,E05001878
Upton,E05001879
Valletts,E05001880
Wormsley Ridge,E05001881
Apley Castle,E05001882
Arleston,E05001883
Brookside,E05001884
Church Aston and Lilleshall,E05001885
College,E05001886
Cuckoo Oak,E05001887
Dawley Magna,E05001888
Donnington,E05001889
Dothill,E05001890
Edgmond,E05001891
Ercall,E05001892
Ercall Magna,E05001893
Hadley and Leegomery,E05001894
Haygate,E05001895
Horsehay and Lightmoor,E05001896
Ironbridge Gorge,E05001897
Ketley and Oakengates,E05001898
Lawley and Overdale,E05001899
Madeley,E05001900
Malinslee,E05001901
Muxton,E05001902
Newport East,E05001903
Newport North,E05001904
Newport South,E05001905
Newport West,E05001906
Park,E05001907
Priorslee,E05001908
St. Georges,E05001909
Shawbirch,E05001910
The Nedge,E05001911
Woodside,E05001912
Wrockwardine,E05001913
Wrockwardine Wood and Trench,E05001914
Abbey,E05001935
Bathavon North,E05001936
Bathavon South,E05001937
Bathavon West,E05001938
Bathwick,E05001939
Chew Valley North,E05001940
Chew Valley South,E05001941
Clutton,E05001942
Combe Down,E05001943
Farmborough,E05001944
High Littleton,E05001945
Keynsham East,E05001946
Keynsham North,E05001947
Keynsham South,E05001948
Kingsmead,E05001949
Lambridge,E05001950
Lansdown,E05001951
Lyncombe,E05001952
Mendip,E05001953
Midsomer Norton North,E05001954
Midsomer Norton Redfield,E05001955
Newbridge,E05001956
Odd Down,E05001957
Oldfield,E05001958
Paulton,E05001959
Peasedown,E05001960
Publow and Whitchurch,E05001961
Radstock,E05001962
Saltford,E05001963
Southdown,E05001964
Timsbury,E05001965
Twerton,E05001966
Walcot,E05001967
Westfield,E05001968
Westmoreland,E05001969
Weston,E05001970
Widcombe,E05001971
Ashley,E05001972
Avonmouth,E05001973
Bedminster,E05001974
Bishopston,E05001975
Bishopsworth,E05001976
Brislington East,E05001977
Brislington West,E05001978
Cabot,E05001979
Clifton,E05001980
Clifton East,E05001981
Cotham,E05001982
Easton,E05001983
Eastville,E05001984
Filwood,E05001985
Frome Vale,E05001986
Hartcliffe,E05001987
Henbury,E05001988
Hengrove,E05001989
Henleaze,E05001990
Hillfields,E05001991
Horfield,E05001992
Kingsweston,E05001993
Knowle,E05001994
Lawrence Hill,E05001995
Lockleaze,E05001996
